customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Original_Index,Churn_Probability,Predicted_Churn,Risk_Level,Customer_Segment,Retention_Recommendation,Retention_Strategy,Retention_Priority,Recommended_Campaign
3865-ZYKAD,Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,No,6419,0.08637632,0,Low,0.0,Offer annual or long-term contract incentive; Offer technical support assistance; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Contract Upgrade Campaign
1465-LNTLJ,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,No,2286,0.042811632,0,Low,1.0,Offer annual or long-term contract incentive; Promote online security service; Offer online backup package,Maintain regular engagement; Long-term contract conversion offer; Online security package promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
2696-RZVZW,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,No,3377,0.009084956,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
0685-MLYYM,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.75,154.85,Yes,6726,0.7027623,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,High,Retention Offer Campaign
2778-OCLGR,Male,1,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.1,971.3,Yes,4740,0.71388,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Offer online backup package,Immediate retention outreach; Long-term contract conversion offer; Technical support promotion; Early intervention and retention campaign,High,Retention Offer Campaign
3982-XWFZQ,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,2203.65,Yes,6142,0.18583651,0,Low,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
4759-PXTAN,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4693.2,No,6245,0.07429385,0,Low,0.0,Promote online security service; Review pricing and provide personalized offer,Maintain regular engagement; Online security package promotion; Personalized pricing review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
1448-PWKYE,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,Yes,680,0.86199963,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
8741-LQOBK,Female,0,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,No,4670,0.1500168,0,Low,1.0,Offer annual or long-term contract incentive; Offer technical support assistance,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
8650-RHRKE,Male,0,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,Yes,6174,0.72161514,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,High,Retention Offer Campaign
7266-GSSJX,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,250.8,No,1351,0.030566815,0,Low,1.0,Offer annual or long-term contract incentive,Maintain regular engagement; Long-term contract conversion offer; Early intervention and retention campaign,Low,Contract Upgrade Campaign
1265-HVPZB,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,No,1844,0.07419466,0,Low,0.0,Offer technical support assistance,Maintain regular engagement; Technical support promotion; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
9640-ZSLDC,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297.0,No,2704,0.045841012,0,Low,0.0,Offer technical support assistance; Promote online security service; Offer online backup package,Maintain regular engagement; Technical support promotion; Online security package promotion; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
0988-JRWWP,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,No,4478,0.73268765,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,High,Retention Offer Campaign
1926-QUZNN,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,1841.2,No,2509,0.0014709508,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
9025-ZRPVR,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,Yes,4171,0.05425034,0,Low,1.0,Offer annual or long-term contract incentive,Maintain regular engagement; Long-term contract conversion offer; Early intervention and retention campaign,Low,Contract Upgrade Campaign
6527-PZFPV,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,No,4977,0.006857212,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
7460-ITWWP,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,No,1023,0.29262906,0,Low,0.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Contract Upgrade Campaign
1530-ZTDOZ,Female,0,Yes,No,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,No,3541,0.08376571,0,Low,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Offer online backup package,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
4785-FCIFB,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,No,454,0.005394882,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
9717-QEBGU,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,144.0,No,4648,0.6889081,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
0876-WDUUZ,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,Yes,3050,0.6297613,1,Medium,1.0,Offer annual or long-term contract incentive; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
7881-EVUAD,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,Yes,1519,0.69227535,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Provide early-stage customer engagement,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
4002-BQWPQ,Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,No,958,0.043825,0,Low,1.0,Offer annual or long-term contract incentive; Review pricing and provide personalized offer,Maintain regular engagement; Long-term contract conversion offer; Personalized pricing review; Early intervention and retention campaign,Low,Contract Upgrade Campaign
6377-WHAOX,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,No,4572,0.6191783,1,Medium,0.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Medium,Contract Upgrade Campaign
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,No,315,0.14035599,0,Low,0.0,Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
8450-JOVAH,Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.7,113.55,Yes,6796,0.2154775,0,Low,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Offer online backup package; Provide early-stage customer engagement,Maintain regular engagement; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
6646-QVXLR,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,Yes,978,0.3291955,0,Low,0.0,Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
0254-KCJGT,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,No,2695,0.097868934,0,Low,0.0,Review pricing and provide personalized offer,Maintain regular engagement; Personalized pricing review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
3442-ZHHCC,Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023.0,No,791,0.23992118,0,Low,0.0,Offer technical support assistance,Maintain regular engagement; Technical support promotion; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,156,0.50935376,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
0616-ATFGB,Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,Yes,6509,0.8637947,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Critical,Immediate Personal Outreach
7273-TEFQD,Male,1,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,Yes,260,0.90571886,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Critical,Immediate Personal Outreach
8245-UMPYT,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,Yes,2516,0.8582232,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Immediate retention outreach; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
6022-UGGSO,Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95,Yes,3007,0.64508873,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
6292-TOSSS,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,No,266,0.024074662,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
5207-PLSTK,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75,No,1774,0.61094517,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Offer online backup package; Provide early-stage customer engagement,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
3908-BLSYF,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,Yes,882,0.69470817,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
4317-VTEOA,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,Yes,3565,0.6676048,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Provide early-stage customer engagement,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
0625-AFOHS,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,558.8,No,6270,0.0038887907,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
4667-OHGKG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,Yes,5585,0.68261075,1,Medium,1.0,Offer annual or long-term contract incentive; Provide early-stage customer engagement,Proactive retention communication; Early customer onboarding support; Long-term contract conversion offer; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
2386-OWURY,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.3,5817.7,No,3787,0.17589834,0,Low,0.0,Offer annual or long-term contract incentive; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Long-term contract conversion offer; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Contract Upgrade Campaign
3780-DDGSE,Male,1,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,No,476,0.057477057,0,Low,1.0,Offer annual or long-term contract incentive; Promote online security service,Maintain regular engagement; Long-term contract conversion offer; Online security package promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
1047-RNXZV,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,876.15,No,6794,0.010962193,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
3926-YZVVX,Female,0,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),50.05,2029.05,No,6426,0.02524428,0,Low,1.0,Promote online security service; Offer online backup package,Maintain regular engagement; Online security package promotion; Early intervention and retention campaign,Low,Customer Loyalty Campaign
4742-TXUEX,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,890.5,No,3777,0.010772502,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
8709-KRDVL,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,No,6557,0.6339343,1,Medium,0.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Medium,Contract Upgrade Campaign
0397-ZXWQF,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,No,2981,0.004769377,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
3910-MRQOY,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.4,1496.45,No,1329,0.002121072,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
2511-MORQY,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.9,2614.1,No,1760,0.025351504,0,Low,1.0,Offer technical support assistance; Promote online security service; Offer online backup package,Maintain regular engagement; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Low,Customer Loyalty Campaign
4039-PIMHX,Male,1,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.8,2398.4,No,3656,0.032302577,0,Low,1.0,Offer technical support assistance; Promote online security service,Maintain regular engagement; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Low,Customer Loyalty Campaign
8083-YTZES,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,265.35,Yes,6970,0.8514951,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
1346-PJWTK,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.15,5731.85,No,5560,0.015816402,0,Low,0.0,Offer annual or long-term contract incentive; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Long-term contract conversion offer; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Contract Upgrade Campaign
3750-YHRYO,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,150.0,No,1909,0.011421838,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
1236-WFCDV,Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,Yes,1040,0.6099275,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
5949-HGVJL,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,No,6539,0.10336793,0,Low,1.0,Offer annual or long-term contract incentive; Promote online security service,Maintain regular engagement; Long-term contract conversion offer; Online security package promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
9112-WSNPU,Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,2419.0,No,5822,0.62722003,1,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
1360-JYXKQ,Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,5437.1,No,5048,0.23238604,0,Low,0.0,Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
3585-ISXZP,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.65,778.1,Yes,6991,0.86331326,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Immediate retention outreach; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
8380-PEFPE,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,Yes,1783,0.880878,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
9402-ROUMJ,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,No,5078,0.22017662,0,Low,0.0,Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
4335-UPJSI,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,498.1,No,2154,0.008068915,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
6096-EGVTU,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.9,1595.5,No,6073,0.009981775,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
8988-ECPJR,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,Yes,5183,0.269051,0,Low,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer fiber service support or loyalty benefit,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Low,Contract Upgrade Campaign
7677-SJJJK,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,No,1440,0.01528811,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
5850-BDWCY,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,123.65,No,6650,0.17835283,0,Low,1.0,Offer annual or long-term contract incentive; Provide early-stage customer engagement,Maintain regular engagement; Early customer onboarding support; Long-term contract conversion offer; Early intervention and retention campaign,Low,Contract Upgrade Campaign
2025-JKFWI,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.0,1301.7,Yes,6838,0.8531694,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Immediate retention outreach; Long-term contract conversion offer; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,No,73,0.0047831987,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
